Open,High,Low,Close,Adj Close,Volume,Symbol,Category,Daily_Return,Price_Range,Volatility,Cumulative_Return,Average_Price,Year,Month,Day,MA7
0.84387805615444,0.8432531586598165,0.8601242360787141,0.8573439294087902,0.840319352833342,-0.5190416966892965,TCS,IT_industry,-0.0511138495888892,0.08268070040249696,-0.1161321673634692,-0.19929337247446935,0.8484046485562337,2024,1,1,0.8199490174998184
0.8544394170398547,0.8328998860644315,0.8572109318968886,0.8433565157049859,0.8264621469773915,-0.46029594351657116,TCS,IT_industry,-0.0511138495888892,-0.18819625977712273,-0.1161321673634692,-1.4005057873918427,0.8507919391556158,2024,1,2,0.8199490174998184
0.8323657255329471,0.8134564483542843,0.8165766965697182,0.7975091470917032,0.7810414217182692,-0.40825668944968235,TCS,IT_industry,-0.10243074936473248,0.543979964283982,-0.1161321673634692,-1.4012688313566528,0.8208006355569726,2024,1,3,0.8199490174998184
0.7997057440958857,0.7872758730229596,0.7983115212643282,0.7850007794698279,0.7686494005480969,-0.20474334050599322,TCS,IT_industry,-0.04940106166075552,0.24359874372059895,-0.1161321673634692,-1.4014821676032279,0.7948493810146038,2024,1,4,0.8199490174998184
0.7863164030469755,0.8015178815367617,0.8103954498276154,0.8206458634825549,0.8039627743863138,-0.3901110256756796,TCS,IT_industry,0.030225517939445515,0.3312079323434914,-0.1161321673634692,-1.400870089587103,0.7977875503420895,2024,1,5,0.8199490174998184
0.8178000757357088,0.7975548878633559,0.8091540299580161,0.7907661706187179,0.7743610749212638,-0.4916168611633192,TCS,IT_industry,-0.07737536747380545,0.23197863110903247,-0.1161321673634692,-1.4013734091161383,0.8088391574387958,2024,1,8,0.8199490174998184
0.803810115790265,0.8037966512753577,0.8143980269639737,0.7965816221654488,0.7801224374177459,-0.4572489159280993,TCS,IT_industry,-0.019217646795291202,0.27220814193855797,-0.1161321673634692,-1.4012738610420354,0.8014435819837289,2024,1,9,0.8199490174998184
0.7938244447566448,0.7923534586670108,0.8170580003473796,0.8081876786555812,0.7916204413394567,-0.466173341835293,TCS,IT_industry,-0.009715698500377604,-0.23468544058598195,-0.1161321673634692,-1.401075816592357,0.7986473303634982,2024,1,10,0.8128630975737772
0.8108426726318951,0.8140260803184488,0.826684570687325,0.8194677917729747,0.8027955954500228,-0.4111098482639212,TCS,IT_industry,-0.010368018230643669,0.20783917853879852,-0.1151788188723209,-1.4008845330794588,0.8137556563448146,2024,1,11,0.8094195154794596
0.8729091507651612,0.8795393194819384,0.8847480391637722,0.8932898653968053,0.8759307324210459,0.15978732206950524,TCS,IT_industry,0.09121543559131702,0.5234155951956688,-0.10563104390505866,-1.3996402295312391,0.8797398093184644,2024,1,12,0.8232263963942812
